indent_id,consume_time,consume_way,consume_money,payment_status,wallet_id,card_serial,user_phone_number,qr_code,is_upload,reduction_money,reduction_contant,calories,carbohydrates,protein,fat,fiber,_source_sheet,date,hour,weekday,month,meal_period
73309,2024-01-08 12:09:49,3,11.31,1,,,,,0,0,无,711.59,63.99,48.52,28.04,5.57,indent_2,2024-01-08,12,0,1,lunch
73310,2024-01-08 12:10:00,3,13.31,1,,,,,0,0,无,1170.04,163.28,54.72,31.4,7.55,indent_2,2024-01-08,12,0,1,lunch
73311,2024-01-08 12:10:49,3,7.19,1,,,,,0,0,无,491.34,59.54,27.86,15.13,4.37,indent_2,2024-01-08,12,0,1,lunch
73312,2024-01-08 12:11:04,3,8.89,1,,,,,0,0,无,926.4,99.94,49.8,36.18,3.82,indent_2,2024-01-08,12,0,1,lunch
73313,2024-01-08 12:12:14,3,9.35,1,,,,,0,0,无,632.1,88.11,31.31,16.47,7.05,indent_2,2024-01-08,12,0,1,lunch
73314,2024-01-08 12:14:49,3,11.72,1,,,,,0,0,无,1029.1,139.01,54.2,25.9,2.97,indent_2,2024-01-08,12,0,1,lunch
73315,2024-01-08 12:16:49,3,11.85,1,,,,,0,0,无,952.95,124.15,47.47,28.99,6.51,indent_2,2024-01-08,12,0,1,lunch
73316,2024-01-08 12:17:26,3,9.39,1,,,,,0,0,无,893.84,132.5,39.82,22.84,6.66,indent_2,2024-01-08,12,0,1,lunch
73317,2024-01-08 12:17:54,3,9.6,1,,,,,0,0,无,895.43,141.72,34.64,20.98,7.17,indent_2,2024-01-08,12,0,1,lunch
73318,2024-01-09 10:33:27,3,9.44,1,,,,,0,0,无,743.65,85.06,38.44,28.71,4.25,indent_2,2024-01-09,10,1,1,lunch
73319,2024-01-09 10:40:36,3,16.37,1,,,,,0,0,无,715.39,39.92,51.43,38.88,8.35,indent_2,2024-01-09,10,1,1,lunch
73320,2024-01-09 10:40:48,3,11.71,1,,,,,0,0,无,824.58,115.12,37.55,21.92,8.31,indent_2,2024-01-09,10,1,1,lunch
73321,2024-01-09 10:40:53,3,7.93,1,,,,,0,0,无,695.37,86.86,31.91,24.43,3.61,indent_2,2024-01-09,10,1,1,lunch
73322,2024-01-09 10:41:30,3,7.63,1,,,,,0,0,无,383.64,38.48,26.05,13.97,3.41,indent_2,2024-01-09,10,1,1,lunch
73323,2024-01-09 10:41:44,3,7.28,1,,,,,0,0,无,724.24,103.64,30.21,20.8,4.74,indent_2,2024-01-09,10,1,1,lunch
73324,2024-01-09 10:42:32,3,12.66,1,,,,,0,0,无,855.78,84.04,51.91,35.23,5.65,indent_2,2024-01-09,10,1,1,lunch
73325,2024-01-09 10:42:37,3,7.52,1,,,,,0,0,无,447.5,17.9,26.85,32.22,1.79,indent_2,2024-01-09,10,1,1,lunch
73326,2024-01-09 10:43:04,3,11.87,1,,,,,0,0,无,1055.75,107.32,59.2,43.26,10.62,indent_2,2024-01-09,10,1,1,lunch
73327,2024-01-09 10:43:12,3,1.62,1,,,,,0,0,无,754.0,163.56,15.66,1.74,2.32,indent_2,2024-01-09,10,1,1,lunch
73328,2024-01-09 10:47:41,3,2.93,1,,,,,0,0,无,289.9,61.97,7.19,0.82,2.83,indent_2,2024-01-09,10,1,1,lunch
73329,2024-01-09 10:47:51,3,8.75,1,,,,,0,0,无,450.04,77.95,18.73,6.01,8.34,indent_2,2024-01-09,10,1,1,lunch
73330,2024-01-09 10:47:58,3,6.76,1,,,,,0,0,无,612.81,94.98,24.15,12.66,3.87,indent_2,2024-01-09,10,1,1,lunch
73331,2024-01-09 10:48:18,3,5.67,1,,,,,0,0,无,726.58,105.21,25.81,22.62,7.3,indent_2,2024-01-09,10,1,1,lunch
73332,2024-01-09 10:49:18,3,7.24,1,,,,,0,0,无,290.76,38.35,16.24,7.25,4.67,indent_2,2024-01-09,10,1,1,lunch
73333,2024-01-09 10:49:31,3,13.37,1,,,,,0,0,无,950.35,114.39,46.28,33.65,11.57,indent_2,2024-01-09,10,1,1,lunch
73334,2024-01-09 10:49:52,3,8.64,1,,,,,0,0,无,399.68,48.7,24.41,11.53,4.65,indent_2,2024-01-09,10,1,1,lunch
73335,2024-01-09 10:51:40,3,7.41,1,,,,,0,0,无,409.6,54.99,24.16,10.25,3.59,indent_2,2024-01-09,10,1,1,lunch
73336,2024-01-09 10:54:41,3,30.38,1,,,,,0,0,无,2365.5,235.72,137.01,98.4,14.84,indent_2,2024-01-09,10,1,1,lunch
73337,2024-01-09 10:54:48,3,8.61,1,,,,,0,0,无,561.8,95.16,25.43,9.71,6.15,indent_2,2024-01-09,10,1,1,lunch
73338,2024-01-09 10:54:53,3,8.54,1,,,,,0,0,无,798.36,94.23,42.69,26.52,7.5,indent_2,2024-01-09,10,1,1,lunch
73339,2024-01-09 10:55:05,3,11.69,1,,,,,0,0,无,874.93,121.06,38.21,24.4,7.34,indent_2,2024-01-09,10,1,1,lunch
73340,2024-01-09 10:56:37,3,12.87,1,,,,,0,0,无,1071.98,178.94,34.46,21.34,12.13,indent_2,2024-01-09,10,1,1,lunch
73341,2024-01-09 10:57:10,3,10.73,1,,,,,0,0,无,1162.1,125.76,53.73,49.91,8.96,indent_2,2024-01-09,10,1,1,lunch
73342,2024-01-09 10:57:43,3,16.3,1,,,,,0,0,无,518.98,16.68,54.61,26.42,4.46,indent_2,2024-01-09,10,1,1,lunch
73343,2024-01-09 10:57:54,3,9.84,1,,,,,0,0,无,826.7,116.18,36.12,22.77,6.59,indent_2,2024-01-09,10,1,1,lunch
73344,2024-01-09 10:58:25,3,7.47,1,,,,,0,0,无,755.4,76.58,38.5,33.56,8.22,indent_2,2024-01-09,10,1,1,lunch
73345,2024-01-09 10:58:32,3,9.71,1,,,,,0,0,无,863.48,81.75,45.64,39.39,9.29,indent_2,2024-01-09,10,1,1,lunch
73346,2024-01-09 10:58:35,3,8.41,1,,,,,0,0,无,603.9,58.62,33.54,26.99,6.84,indent_2,2024-01-09,10,1,1,lunch
73347,2024-01-09 10:58:47,3,11.41,1,,,,,0,0,无,766.63,85.58,43.72,25.87,7.78,indent_2,2024-01-09,10,1,1,lunch
73348,2024-01-09 10:59:01,3,7.88,1,,,,,0,0,无,715.98,100.12,31.57,20.15,6.57,indent_2,2024-01-09,10,1,1,lunch
73349,2024-01-09 10:59:04,3,3.97,1,,,,,0,0,无,766.3,142.62,22.52,9.95,4.26,indent_2,2024-01-09,10,1,1,lunch
73350,2024-01-09 11:01:05,3,5.17,1,,,,,0,0,无,634.75,110.37,22.98,9.58,2.36,indent_2,2024-01-09,11,1,1,lunch
73351,2024-01-09 11:01:22,3,11.94,1,,,,,0,0,无,918.8,100.54,45.2,36.65,6.19,indent_2,2024-01-09,11,1,1,lunch
73352,2024-01-09 11:01:26,3,2.92,1,,,,,0,0,无,595.6,114.93,15.49,8.25,4.17,indent_2,2024-01-09,11,1,1,lunch
73353,2024-01-09 11:02:06,3,10.33,1,,,,,0,0,无,1129.4,152.91,47.37,35.86,7.28,indent_2,2024-01-09,11,1,1,lunch
73354,2024-01-09 11:02:18,3,13.75,1,,,,,0,0,无,881.18,82.2,53.16,36.71,4.29,indent_2,2024-01-09,11,1,1,lunch
73355,2024-01-09 11:02:21,3,10.89,1,,,,,0,0,无,1131.39,148.71,54.45,33.68,10.67,indent_2,2024-01-09,11,1,1,lunch
73356,2024-01-09 11:02:28,3,4.39,1,,,,,0,0,无,438.7,74.48,14.68,8.28,2.91,indent_2,2024-01-09,11,1,1,lunch
73357,2024-01-09 11:02:37,3,0.39,1,,,,,0,0,无,182.0,39.48,3.78,0.42,0.56,indent_2,2024-01-09,11,1,1,lunch
73358,2024-01-09 11:02:48,3,4.03,1,,,,,0,0,无,319.28,62.55,8.93,2.67,2.86,indent_2,2024-01-09,11,1,1,lunch
73359,2024-01-09 11:03:18,3,12.27,1,,,,,0,0,无,645.94,86.39,33.62,16.73,6.73,indent_2,2024-01-09,11,1,1,lunch
73360,2024-01-09 11:03:21,3,21.13,1,,,,,0,0,无,1067.85,110.81,77.29,35.61,6.4,indent_2,2024-01-09,11,1,1,lunch
73361,2024-01-09 11:03:34,3,10.73,1,,,,,0,0,无,856.05,81.42,49.98,35.93,7.25,indent_2,2024-01-09,11,1,1,lunch
73362,2024-01-09 11:04:00,3,9.06,1,,,,,0,0,无,718.38,134.31,22.14,8.61,7.7,indent_2,2024-01-09,11,1,1,lunch
73363,2024-01-09 11:04:10,3,15.74,1,,,,,0,0,无,1308.69,150.25,60.22,50.56,11.96,indent_2,2024-01-09,11,1,1,lunch
73364,2024-01-09 11:04:13,3,8.57,1,,,,,0,0,无,772.55,119.96,30.95,18.56,5.82,indent_2,2024-01-09,11,1,1,lunch
73365,2024-01-09 11:04:22,3,27.91,1,,,,,0,0,无,1802.64,240.92,85.62,53.81,14.17,indent_2,2024-01-09,11,1,1,lunch
73366,2024-01-09 11:05:01,3,13.48,1,,,,,0,0,无,733.36,83.12,46.14,24.57,8.07,indent_2,2024-01-09,11,1,1,lunch
73367,2024-01-09 11:05:04,3,8.18,1,,,,,0,0,无,703.4,64.45,39.33,32.85,3.76,indent_2,2024-01-09,11,1,1,lunch
73368,2024-01-09 11:05:26,3,8.8,1,,,,,0,0,无,787.46,123.22,29.79,19.75,7.12,indent_2,2024-01-09,11,1,1,lunch
73369,2024-01-09 11:05:29,3,8.43,1,,,,,0,0,无,595.21,98.93,24.02,10.71,8.24,indent_2,2024-01-09,11,1,1,lunch
73370,2024-01-09 11:05:45,3,12.51,1,,,,,0,0,无,714.3,74.53,41.55,28.95,7.68,indent_2,2024-01-09,11,1,1,lunch
73371,2024-01-09 11:05:47,3,3.06,1,,,,,0,0,无,518.15,107.78,11.79,3.04,2.43,indent_2,2024-01-09,11,1,1,lunch
73372,2024-01-09 11:06:49,3,10.07,1,,,,,0,0,无,863.8,102.07,39.55,33.3,8.47,indent_2,2024-01-09,11,1,1,lunch
73373,2024-01-09 11:07:01,3,7.09,1,,,,,0,0,无,565.85,63.3,30.41,18.58,4.24,indent_2,2024-01-09,11,1,1,lunch
73374,2024-01-09 11:07:04,3,8.44,1,,,,,0,0,无,823.35,103.39,37.57,27.82,5.06,indent_2,2024-01-09,11,1,1,lunch
73375,2024-01-09 11:07:12,3,10.61,1,,,,,0,0,无,851.15,87.26,43.3,36.66,6.5,indent_2,2024-01-09,11,1,1,lunch
73376,2024-01-09 11:07:25,3,10.01,1,,,,,0,0,无,752.47,87.09,38.0,26.66,4.58,indent_2,2024-01-09,11,1,1,lunch
73377,2024-01-09 11:07:27,3,11.99,1,,,,,0,0,无,1099.21,158.78,42.75,31.0,10.25,indent_2,2024-01-09,11,1,1,lunch
73378,2024-01-09 11:07:37,3,8.2,1,,,,,0,0,无,433.92,42.08,26.26,17.54,3.28,indent_2,2024-01-09,11,1,1,lunch
73379,2024-01-09 11:07:42,3,10.46,1,,,,,0,0,无,720.25,87.13,36.2,24.96,4.62,indent_2,2024-01-09,11,1,1,lunch
73380,2024-01-09 11:07:47,3,12.92,1,,,,,0,0,无,945.63,100.87,48.16,36.87,5.16,indent_2,2024-01-09,11,1,1,lunch
73381,2024-01-09 11:07:54,3,8.61,1,,,,,0,0,无,973.6,115.4,41.93,37.3,6.77,indent_2,2024-01-09,11,1,1,lunch
73382,2024-01-09 11:08:25,3,10.37,1,,,,,0,0,无,740.48,71.81,43.7,27.64,3.96,indent_2,2024-01-09,11,1,1,lunch
73383,2024-01-09 11:08:47,3,5.69,1,,,,,0,0,无,441.32,93.11,12.07,1.55,6.44,indent_2,2024-01-09,11,1,1,lunch
73384,2024-01-09 11:08:50,3,12.09,1,,,,,0,0,无,643.18,56.89,41.43,28.79,5.87,indent_2,2024-01-09,11,1,1,lunch
73385,2024-01-09 11:09:03,3,14.46,1,,,,,0,0,无,1063.5,90.65,64.5,48.87,6.57,indent_2,2024-01-09,11,1,1,lunch
73386,2024-01-09 11:09:12,3,10.01,1,,,,,0,0,无,513.3,57.07,27.67,18.68,5.44,indent_2,2024-01-09,11,1,1,lunch
73387,2024-01-09 11:09:18,3,7.99,1,,,,,0,0,无,583.7,61.16,29.42,24.4,8.01,indent_2,2024-01-09,11,1,1,lunch
73388,2024-01-09 11:09:37,3,4.53,1,,,,,0,0,无,412.59,87.01,10.84,1.45,6.36,indent_2,2024-01-09,11,1,1,lunch
73389,2024-01-09 11:09:50,3,11.44,1,,,,,0,0,无,1044.49,109.79,50.8,42.9,9.63,indent_2,2024-01-09,11,1,1,lunch
73390,2024-01-09 11:10:02,3,9.93,1,,,,,0,0,无,598.47,54.63,38.76,23.74,3.08,indent_2,2024-01-09,11,1,1,lunch
73391,2024-01-09 11:10:07,3,11.94,1,,,,,0,0,无,835.01,99.06,44.7,25.68,4.04,indent_2,2024-01-09,11,1,1,lunch
73392,2024-01-09 11:10:23,3,16.46,1,,,,,0,0,无,1219.7,141.99,59.15,47.47,10.12,indent_2,2024-01-09,11,1,1,lunch
73393,2024-01-09 11:10:43,3,10.48,1,,,,,0,0,无,796.71,88.16,42.0,27.41,5.58,indent_2,2024-01-09,11,1,1,lunch
73394,2024-01-09 11:11:01,3,11.96,1,,,,,0,0,无,996.01,125.35,48.32,29.12,4.37,indent_2,2024-01-09,11,1,1,lunch
73395,2024-01-09 11:11:09,3,10.8,1,,,,,0,0,无,667.72,68.1,37.97,25.92,6.8,indent_2,2024-01-09,11,1,1,lunch
73396,2024-01-09 11:11:18,3,12.13,1,,,,,0,0,无,1069.1,104.61,55.66,47.92,7.23,indent_2,2024-01-09,11,1,1,lunch
73397,2024-01-09 11:11:25,3,5.23,1,,,,,0,0,无,324.19,48.9,14.0,7.08,3.87,indent_2,2024-01-09,11,1,1,lunch
73398,2024-01-09 11:11:28,3,13.6,1,,,,,0,0,无,864.0,99.22,47.39,31.14,7.02,indent_2,2024-01-09,11,1,1,lunch
73399,2024-01-09 11:11:32,3,14.26,1,,,,,0,0,无,1034.69,108.85,53.28,42.69,9.1,indent_2,2024-01-09,11,1,1,lunch
73400,2024-01-09 11:11:36,3,15.55,1,,,,,0,0,无,669.06,50.41,51.57,27.49,7.64,indent_2,2024-01-09,11,1,1,lunch
73401,2024-01-09 11:11:44,3,10.59,1,,,,,0,0,无,703.9,70.17,44.45,25.82,4.57,indent_2,2024-01-09,11,1,1,lunch
73402,2024-01-09 11:11:52,3,11.1,1,,,,,0,0,无,1048.8,111.01,56.55,42.03,7.54,indent_2,2024-01-09,11,1,1,lunch
73403,2024-01-09 11:11:55,3,8.8,1,,,,,0,0,无,836.8,104.17,40.67,28.82,5.78,indent_2,2024-01-09,11,1,1,lunch
73404,2024-01-09 11:12:01,3,7.85,1,,,,,0,0,无,643.25,78.09,32.62,19.67,4.67,indent_2,2024-01-09,11,1,1,lunch
73405,2024-01-09 11:12:11,3,9.54,1,,,,,0,0,无,784.46,83.23,40.02,32.36,5.31,indent_2,2024-01-09,11,1,1,lunch
73406,2024-01-09 11:12:22,3,7.91,1,,,,,0,0,无,415.79,60.15,21.1,9.03,6.46,indent_2,2024-01-09,11,1,1,lunch
73407,2024-01-09 11:12:26,3,10.4,1,,,,,0,0,无,894.7,107.5,46.87,29.12,4.96,indent_2,2024-01-09,11,1,1,lunch
73408,2024-01-09 11:12:53,3,12.94,1,,,,,0,0,无,1153.0,119.48,66.51,44.87,10.73,indent_2,2024-01-09,11,1,1,lunch
73409,2024-01-09 11:13:03,3,14.77,1,,,,,0,0,无,813.19,73.97,46.4,36.56,6.98,indent_2,2024-01-09,11,1,1,lunch
73410,2024-01-09 11:13:06,3,10.09,1,,,,,0,0,无,495.72,48.12,32.23,17.69,4.32,indent_2,2024-01-09,11,1,1,lunch
73411,2024-01-09 11:13:16,3,12.45,1,,,,,0,0,无,970.38,127.77,45.96,29.99,8.39,indent_2,2024-01-09,11,1,1,lunch
73412,2024-01-09 11:13:19,3,10.37,1,,,,,0,0,无,808.94,93.07,44.94,28.39,9.66,indent_2,2024-01-09,11,1,1,lunch
73413,2024-01-09 11:13:27,3,13.26,1,,,,,0,0,无,862.22,58.81,59.35,41.77,6.77,indent_2,2024-01-09,11,1,1,lunch
73414,2024-01-09 11:13:36,3,11.84,1,,,,,0,0,无,721.11,89.22,40.81,20.43,7.47,indent_2,2024-01-09,11,1,1,lunch
73415,2024-01-09 11:13:45,3,9.08,1,,,,,0,0,无,514.58,68.16,27.74,13.32,8.13,indent_2,2024-01-09,11,1,1,lunch
73416,2024-01-09 11:13:53,3,10.92,1,,,,,0,0,无,531.57,89.51,27.21,7.48,5.93,indent_2,2024-01-09,11,1,1,lunch
73417,2024-01-09 11:13:59,3,12.16,1,,,,,0,0,无,621.23,62.12,40.16,21.86,8.55,indent_2,2024-01-09,11,1,1,lunch
73418,2024-01-09 11:14:04,3,10.43,1,,,,,0,0,无,571.94,54.76,27.36,29.59,6.85,indent_2,2024-01-09,11,1,1,lunch
73419,2024-01-09 11:14:10,3,12.85,1,,,,,0,0,无,742.42,100.61,38.23,18.9,11.76,indent_2,2024-01-09,11,1,1,lunch
73420,2024-01-09 11:14:17,3,9.96,1,,,,,0,0,无,563.18,46.57,32.79,28.75,4.89,indent_2,2024-01-09,11,1,1,lunch
73421,2024-01-09 11:14:50,3,7.73,1,,,,,0,0,无,800.45,110.73,36.53,22.36,8.08,indent_2,2024-01-09,11,1,1,lunch
73422,2024-01-09 11:14:56,3,9.08,1,,,,,0,0,无,720.6,110.78,30.91,15.04,9.14,indent_2,2024-01-09,11,1,1,lunch
73423,2024-01-09 11:15:21,3,6.37,1,,,,,0,0,无,312.3,14.2,23.01,17.49,2.72,indent_2,2024-01-09,11,1,1,lunch
73424,2024-01-09 11:15:27,3,11.49,1,,,,,0,0,无,659.24,59.6,39.43,27.01,4.04,indent_2,2024-01-09,11,1,1,lunch
73425,2024-01-09 11:15:41,3,11.28,1,,,,,0,0,无,838.9,79.62,52.59,31.02,2.48,indent_2,2024-01-09,11,1,1,lunch
73426,2024-01-09 11:15:46,3,13.93,1,,,,,0,0,无,718.37,52.37,49.36,34.92,5.03,indent_2,2024-01-09,11,1,1,lunch
73427,2024-01-09 11:15:54,3,8.06,1,,,,,0,0,无,471.25,67.93,22.06,11.94,7.88,indent_2,2024-01-09,11,1,1,lunch
73428,2024-01-09 11:16:00,3,10.81,1,,,,,0,0,无,645.26,63.81,37.3,26.61,5.14,indent_2,2024-01-09,11,1,1,lunch
73429,2024-01-09 11:16:03,3,9.9,1,,,,,0,0,无,696.41,90.39,38.9,17.98,5.99,indent_2,2024-01-09,11,1,1,lunch
73430,2024-01-09 11:16:08,3,40.53,1,,,,,0,0,无,2146.97,176.34,125.06,109.2,24.34,indent_2,2024-01-09,11,1,1,lunch
73431,2024-01-09 11:16:20,3,11.14,1,,,,,0,0,无,814.08,86.32,42.48,31.9,8.14,indent_2,2024-01-09,11,1,1,lunch
73432,2024-01-09 11:16:26,3,15.26,1,,,,,0,0,无,1228.5,134.75,60.42,49.88,11.22,indent_2,2024-01-09,11,1,1,lunch
73433,2024-01-09 11:16:32,3,12.5,1,,,,,0,0,无,671.52,45.89,45.29,34.61,4.85,indent_2,2024-01-09,11,1,1,lunch
73434,2024-01-09 11:16:52,3,15.51,1,,,,,0,0,无,1152.97,133.27,55.0,42.59,5.58,indent_2,2024-01-09,11,1,1,lunch
73435,2024-01-09 11:16:56,3,9.61,1,,,,,0,0,无,828.8,99.41,44.2,26.62,6.16,indent_2,2024-01-09,11,1,1,lunch
73436,2024-01-09 11:17:11,3,9.79,1,,,,,0,0,无,645.28,78.05,34.71,20.22,5.73,indent_2,2024-01-09,11,1,1,lunch
73437,2024-01-09 11:17:17,3,10.63,1,,,,,0,0,无,766.0,82.3,42.22,28.31,7.1,indent_2,2024-01-09,11,1,1,lunch
73438,2024-01-09 11:17:20,3,11.5,1,,,,,0,0,无,1040.7,120.25,54.86,38.04,12.26,indent_2,2024-01-09,11,1,1,lunch
73439,2024-01-09 11:17:24,3,8.18,1,,,,,0,0,无,734.02,80.36,39.22,28.05,6.65,indent_2,2024-01-09,11,1,1,lunch
73440,2024-01-09 11:17:28,3,18.09,1,,,,,0,0,无,1093.05,93.85,72.49,47.88,4.19,indent_2,2024-01-09,11,1,1,lunch
73441,2024-01-09 11:17:38,3,11.26,1,,,,,0,0,无,515.69,62.54,29.69,14.73,5.67,indent_2,2024-01-09,11,1,1,lunch
73442,2024-01-09 11:17:43,3,8.99,1,,,,,0,0,无,977.37,123.88,45.21,31.32,6.45,indent_2,2024-01-09,11,1,1,lunch
73443,2024-01-09 11:17:48,3,14.14,1,,,,,0,0,无,1121.5,166.42,53.68,25.06,6.41,indent_2,2024-01-09,11,1,1,lunch
73444,2024-01-09 11:17:52,3,10.76,1,,,,,0,0,无,917.84,103.51,46.34,36.05,8.06,indent_2,2024-01-09,11,1,1,lunch
73445,2024-01-09 11:17:59,3,14.44,1,,,,,0,0,无,1246.15,147.62,64.41,42.7,10.62,indent_2,2024-01-09,11,1,1,lunch
73446,2024-01-09 11:18:02,3,11.01,1,,,,,0,0,无,851.18,118.14,42.07,22.42,9.27,indent_2,2024-01-09,11,1,1,lunch
73447,2024-01-09 11:18:12,3,8.83,1,,,,,0,0,无,630.47,112.87,20.2,8.63,6.33,indent_2,2024-01-09,11,1,1,lunch
73448,2024-01-09 11:18:19,3,9.38,1,,,,,0,0,无,906.85,100.34,44.95,36.02,6.31,indent_2,2024-01-09,11,1,1,lunch
73449,2024-01-09 11:18:37,3,3.94,1,,,,,0,0,无,292.94,44.09,12.98,6.29,3.08,indent_2,2024-01-09,11,1,1,lunch
73450,2024-01-09 11:18:43,3,13.03,1,,,,,0,0,无,733.25,57.79,47.14,35.04,7.14,indent_2,2024-01-09,11,1,1,lunch
73451,2024-01-09 11:18:49,3,6.48,1,,,,,0,0,无,239.1,19.57,13.77,12.04,3.29,indent_2,2024-01-09,11,1,1,lunch
73452,2024-01-09 11:18:54,3,5.91,1,,,,,0,0,无,643.2,94.77,27.8,15.58,3.06,indent_2,2024-01-09,11,1,1,lunch
73453,2024-01-09 11:19:00,3,8.6,1,,,,,0,0,无,710.3,87.22,30.22,27.91,8.01,indent_2,2024-01-09,11,1,1,lunch
73454,2024-01-09 11:19:08,3,12.48,1,,,,,0,0,无,980.78,118.53,49.74,29.71,4.1,indent_2,2024-01-09,11,1,1,lunch
73455,2024-01-09 11:19:16,3,8.95,1,,,,,0,0,无,692.0,86.78,33.75,19.73,2.15,indent_2,2024-01-09,11,1,1,lunch
73456,2024-01-09 11:19:19,3,11.99,1,,,,,0,0,无,761.24,79.51,38.08,31.05,7.29,indent_2,2024-01-09,11,1,1,lunch
73457,2024-01-09 11:19:23,3,11.52,1,,,,,0,0,无,698.6,85.02,34.31,21.27,4.6,indent_2,2024-01-09,11,1,1,lunch
73458,2024-01-09 11:19:31,3,10.73,1,,,,,0,0,无,528.61,57.28,29.05,18.81,5.69,indent_2,2024-01-09,11,1,1,lunch
73459,2024-01-09 11:19:37,3,7.02,1,,,,,0,0,无,234.6,14.79,16.9,12.15,2.56,indent_2,2024-01-09,11,1,1,lunch
73460,2024-01-09 11:19:45,3,7.53,1,,,,,0,0,无,489.6,73.18,21.35,9.76,3.83,indent_2,2024-01-09,11,1,1,lunch
73461,2024-01-09 11:19:50,3,8.99,1,,,,,0,0,无,645.45,78.79,31.79,22.67,3.53,indent_2,2024-01-09,11,1,1,lunch
73462,2024-01-09 11:19:54,3,9.52,1,,,,,0,0,无,508.16,49.24,30.37,21.01,4.25,indent_2,2024-01-09,11,1,1,lunch
73463,2024-01-09 11:20:01,3,8.52,1,,,,,0,0,无,557.33,59.24,29.24,22.06,3.89,indent_2,2024-01-09,11,1,1,lunch
73464,2024-01-09 11:20:03,3,12.38,1,,,,,0,0,无,458.77,69.48,24.11,9.49,7.95,indent_2,2024-01-09,11,1,1,lunch
73465,2024-01-09 11:20:11,3,15.37,1,,,,,0,0,无,1145.8,103.46,68.71,51.15,5.58,indent_2,2024-01-09,11,1,1,lunch
73466,2024-01-09 11:20:14,3,6.72,1,,,,,0,0,无,688.69,127.71,20.53,8.74,6.11,indent_2,2024-01-09,11,1,1,lunch
73467,2024-01-09 11:20:27,3,12.9,1,,,,,0,0,无,783.9,74.1,49.57,31.71,5.73,indent_2,2024-01-09,11,1,1,lunch
73468,2024-01-09 11:20:35,3,7.89,1,,,,,0,0,无,508.99,61.76,26.01,17.23,6.02,indent_2,2024-01-09,11,1,1,lunch
73469,2024-01-09 11:20:51,3,7.34,1,,,,,0,0,无,542.8,59.56,29.42,19.98,5.02,indent_2,2024-01-09,11,1,1,lunch
73470,2024-01-09 11:21:04,3,11.45,1,,,,,0,0,无,599.7,64.91,35.59,22.25,7.16,indent_2,2024-01-09,11,1,1,lunch
73471,2024-01-09 11:21:18,3,7.76,1,,,,,0,0,无,719.46,94.49,31.71,21.88,5.41,indent_2,2024-01-09,11,1,1,lunch
73472,2024-01-09 11:21:23,3,10.18,1,,,,,0,0,无,619.05,48.32,38.38,29.76,4.82,indent_2,2024-01-09,11,1,1,lunch
73473,2024-01-09 11:21:45,3,6.78,1,,,,,0,0,无,564.13,69.26,24.51,20.56,4.23,indent_2,2024-01-09,11,1,1,lunch
73474,2024-01-09 11:21:49,3,9.23,1,,,,,0,0,无,650.71,96.72,29.62,13.69,6.57,indent_2,2024-01-09,11,1,1,lunch
73475,2024-01-09 11:21:59,3,11.51,1,,,,,0,0,无,1104.18,133.06,48.48,41.45,8.42,indent_2,2024-01-09,11,1,1,lunch
73476,2024-01-09 11:22:03,3,8.81,1,,,,,0,0,无,517.92,52.57,29.06,22.94,5.75,indent_2,2024-01-09,11,1,1,lunch
73477,2024-01-09 11:22:12,3,13.81,1,,,,,0,0,无,884.68,104.02,54.9,25.25,8.64,indent_2,2024-01-09,11,1,1,lunch
73478,2024-01-09 11:22:15,3,7.57,1,,,,,0,0,无,517.25,40.7,31.28,26.08,2.48,indent_2,2024-01-09,11,1,1,lunch
73479,2024-01-09 11:22:19,3,6.52,1,,,,,0,0,无,454.09,80.11,16.47,6.03,5.04,indent_2,2024-01-09,11,1,1,lunch
73480,2024-01-09 11:22:28,3,12.74,1,,,,,0,0,无,1017.75,129.58,58.76,26.84,6.79,indent_2,2024-01-09,11,1,1,lunch
73481,2024-01-09 11:22:32,3,14.48,1,,,,,0,0,无,1088.74,94.45,61.98,50.88,6.95,indent_2,2024-01-09,11,1,1,lunch
73482,2024-01-09 11:22:38,3,13.51,1,,,,,0,0,无,916.16,79.62,65.12,36.68,7.23,indent_2,2024-01-09,11,1,1,lunch
73483,2024-01-09 11:22:46,3,8.91,1,,,,,0,0,无,465.66,58.1,31.42,9.54,3.94,indent_2,2024-01-09,11,1,1,lunch
73484,2024-01-09 11:22:55,3,10.99,1,,,,,0,0,无,579.25,44.78,39.49,26.35,3.69,indent_2,2024-01-09,11,1,1,lunch
73485,2024-01-09 11:22:58,3,7.83,1,,,,,0,0,无,754.2,102.68,30.57,24.64,6.67,indent_2,2024-01-09,11,1,1,lunch
73486,2024-01-09 11:23:12,3,9.64,1,,,,,0,0,无,573.81,58.26,40.62,17.6,4.14,indent_2,2024-01-09,11,1,1,lunch
73487,2024-01-09 11:23:14,3,9.06,1,,,,,0,0,无,733.8,91.46,35.21,23.27,4.62,indent_2,2024-01-09,11,1,1,lunch
73488,2024-01-09 11:23:20,3,14.85,1,,,,,0,0,无,790.88,56.26,53.83,39.53,7.19,indent_2,2024-01-09,11,1,1,lunch
73489,2024-01-09 11:23:23,3,15.35,1,,,,,0,0,无,1061.9,116.28,52.94,42.97,9.37,indent_2,2024-01-09,11,1,1,lunch
73490,2024-01-09 11:23:32,3,11.06,1,,,,,0,0,无,708.0,88.9,33.91,22.94,6.42,indent_2,2024-01-09,11,1,1,lunch
