indent_id,订单总重量,订单总金额,订单菜品种类数,热量总量,碳水总量,蛋白质总量,脂肪总量,膳食纤维总量
5124,435,7.6,6,698.9000000000001,106.13,27.08,18.68,5.91
5125,199,5.46,7,308.92,27.03,19.240000000000002,13.18,2.52
5126,449,5.0600000000000005,3,543.34,84.69,27.57,10.649999999999999,3.49
5127,384,9.360000000000001,5,712.22,83.47,35.91,26.78,7.989999999999999
5128,474,7.22,4,717.7,95.24,35.58,20.689999999999998,10.059999999999999
5129,487,7.65,3,829.6,106.74000000000001,38.99,24.79,8.07
513,388,10.360000000000001,3,749.04,78.7,42.22,27.259999999999998,3.06
5130,502,12.18,7,882.6,105.53,40.46,32.6,9.2
5131,638,13.23,6,994.84,124.25,48.21,32.83,7.18
5132,515,12.89,6,809.3,98.0,38.15,30.09,7.89
5133,385,7.3999999999999995,6,570.48,80.65,20.6,19.02,6.0600000000000005
5134,343,7.3100000000000005,4,630.1,75.15,30.35,21.33,3.94
5135,518,9.68,6,779.0,111.91,30.71,22.009999999999998,8.89
5136,176,6.82,4,348.4,31.73,21.009999999999998,15.600000000000001,5.48
5137,451,11.040000000000001,4,852.46,112.96,39.39,25.98,7.24
5138,477,9.9,7,754.44,97.72,36.22,24.39,10.42
5139,348,10.66,5,661.4,61.28,39.8,26.93,7.2
514,437,13.94,6,661.46,31.57,47.05,37.58,4.76
5140,308,4.86,4,501.9,70.97,18.67,15.16,3.91
5141,721,13.0,4,1153.6,152.6,50.32,39.239999999999995,9.12
5142,236,7.09,4,443.8,38.4,25.14,21.76,5.88
5143,311,11.469999999999999,5,633.3,54.15,42.18,25.979999999999997,7.07
5144,382,11.86,7,688.42,62.5,43.56,28.24,8.57
5145,297,4.7299999999999995,3,509.1,76.73,21.44,11.799999999999999,3.2
5146,217,3.81,4,345.6,50.19,16.61,9.01,5.73
5147,357,12.24,6,748.2,72.97,40.76,32.41,6.57
5148,330,8.14,5,630.0,70.02000000000001,30.0,24.86,6.62
5149,585,12.149999999999999,5,747.04,101.37,42.03,18.07,6.94
515,241,4.71,6,355.04,41.08,17.58,13.22,2.2
5150,390,9.41,5,638.4,76.03999999999999,29.82,23.07,6.37
5151,281,5.77,4,493.3,56.6,22.95,18.29,3.75
5152,326,10.61,7,667.66,66.74,37.56,28.29,10.57
5153,530,12.559999999999999,5,905.74,93.14,49.33,35.04,7.52
5154,510,11.88,5,899.8,114.81,42.65,30.72,13.549999999999999
5155,307,9.89,4,303.72,17.060000000000002,24.47,15.329999999999998,4.36
5156,335,6.5,4,429.78,48.62,26.86,14.27,3.71
5157,287,10.92,7,618.3,57.32,34.88,28.3,8.21
5158,441,14.92,5,731.9,77.91,40.9,28.82,11.399999999999999
5159,399,12.07,4,673.22,71.48,34.96,26.86,5.97
516,286,11.25,6,563.36,22.54,40.47,32.55,4.15
5160,345,11.73,6,378.22,41.08,20.78,15.81,6.25
5161,427,6.17,4,569.4,101.00999999999999,14.600000000000001,11.05,5.04
5162,413,11.379999999999999,6,761.38,78.65,37.86,31.09,5.87
5163,486,9.459999999999999,6,723.88,103.82,31.27,20.55,10.42
5164,361,11.03,6,587.8199999999999,51.8,39.82,23.56,3.1
5165,490,13.059999999999999,5,844.1,87.28,45.5,30.73,4.33
5166,400,12.48,6,559.3,61.160000000000004,28.150000000000002,21.56,6.33
5167,582,16.97,6,1107.4,109.39,60.099999999999994,47.14,13.38
5168,429,8.39,4,616.94,76.12,30.85,20.94,5.81
5169,614,13.43,5,964.02,134.71,41.379999999999995,27.91,12.34
517,307,4.28,2,418.5,62.129999999999995,20.22,9.360000000000001,0.84
5170,277,4.35,4,405.0,58.83,16.240000000000002,9.639999999999999,3.1500000000000004
5171,441,6.6,5,631.9399999999999,98.39,29.06,14.03,6.47
5172,512,10.6,6,807.7,101.17999999999999,41.029999999999994,24.76,11.38
5173,425,10.56,4,703.1,86.03,33.94,24.23,8.23
5174,274,6.13,5,501.9,68.98,23.22,13.89,5.12
5175,730,12.01,6,1081.4,167.69,37.910000000000004,29.45,14.15
5176,306,7.82,6,523.26,55.7,26.51,20.89,3.64
5177,413,11.67,8,793.9,82.46000000000001,38.77,32.97,6.2
5178,312,4.98,6,496.09999999999997,69.69999999999999,20.82,14.09,5.64
5179,429,11.86,5,777.0,103.9,38.29,23.73,11.2
518,481,6.34,4,587.74,82.00999999999999,20.44,19.69,8.93
5180,621,14.04,3,996.9,106.30000000000001,58.58,32.71,6.04
5181,357,13.61,5,778.0,63.42,46.2,35.32,8.479999999999999
5182,463,9.3,5,701.2,94.72,34.81,17.59,6.7
5183,507,10.83,5,660.54,83.37,33.7,21.31,6.6
5184,274,4.7299999999999995,4,424.0,49.59,22.03,13.59,4.54
5185,534,14.13,7,959.3,107.64999999999999,49.05,36.65,15.530000000000001
5186,440,9.31,7,684.4,87.24000000000001,30.09,24.61,11.77
5187,591,16.400000000000002,7,957.3,108.97999999999999,46.45,37.06,13.03
5188,345,6.99,5,462.29999999999995,67.72,18.51,10.66,3.0
5189,374,11.17,6,663.8,79.51,31.439999999999998,24.09,7.8
519,380,6.05,5,562.14,72.72999999999999,25.67,16.689999999999998,2.7800000000000002
5190,454,7.699999999999999,5,709.9200000000001,112.78999999999999,27.83,17.15,6.88
5191,381,9.34,8,402.08000000000004,60.980000000000004,18.5,9.72,6.58
5192,571,11.06,5,937.2,118.32000000000001,42.1,28.63,5.890000000000001
5193,471,10.77,5,583.8199999999999,84.81,25.3,14.73,3.54
5194,235,8.22,5,303.28,17.35,20.75,17.56,4.52
5195,380,8.08,4,556.76,56.28,35.95,19.32,3.24
5196,365,10.47,6,530.3,52.15,26.189999999999998,23.27,6.07
5197,501,9.69,5,729.6,97.77000000000001,32.63,24.669999999999998,9.68
5198,467,9.9,6,742.16,98.46,33.98,22.41,7.1899999999999995
5199,553,11.63,5,894.78,115.09,45.379999999999995,27.47,9.0
520,412,7.75,4,548.18,71.77,23.17,17.669999999999998,5.78
5200,402,11.91,5,790.0,85.28999999999999,38.33,30.96,6.56
5201,266,5.2,6,401.84000000000003,51.01,20.97,12.55,4.26
5202,503,9.43,4,696.5,97.59,28.27,22.72,8.34
5203,493,7.890000000000001,5,728.86,107.86,34.27,17.11,5.37
5204,543,10.1,6,737.48,120.18,26.99,15.38,5.67
5205,182,0.4,1,236.6,51.32,4.91,0.55,0.73
5206,347,15.71,4,703.3,44.68,43.93,37.699999999999996,3.6399999999999997
5207,403,10.26,6,661.6,70.45,35.05,25.57,6.09
5208,276,10.33,4,422.8,33.58,24.32,19.3,3.74
5209,387,13.44,4,614.1800000000001,48.62,43.93,24.509999999999998,4.59
521,647,9.78,5,825.42,118.53,33.67,24.2,7.45
5210,749,12.45,5,1133.2,181.1,44.019999999999996,23.259999999999998,10.67
5211,545,8.52,4,896.7,126.44,31.94,28.060000000000002,8.37
5212,589,7.52,4,869.26,125.16,40.36,21.16,6.1899999999999995
5213,353,9.24,5,646.22,68.25999999999999,38.41,24.2,10.64
5214,428,11.31,4,843.4,74.48,46.6,39.06,8.73
5215,528,15.67,6,917.3,97.6,45.07,36.94,8.02
5216,841,12.74,6,1215.6,198.43,45.87,25.21,8.49
5217,415,8.99,6,630.62,85.16,32.059999999999995,16.54,4.4
5218,427,12.26,6,704.14,68.51,38.96,28.82,4.28
5219,294,6.97,8,426.7,48.730000000000004,24.71,13.96,3.33
522,378,9.559999999999999,5,531.78,51.8,30.85,20.060000000000002,3.95
5220,329,11.2,7,574.24,48.21,34.34,25.74,3.9
5221,488,16.580000000000002,6,958.6,92.4,52.11,40.42,9.44
5222,326,9.200000000000001,6,598.2,77.52,28.29,19.11,7.05
5223,573,8.01,5,838.7,136.85,26.38,19.3,7.800000000000001
5224,313,10.02,6,553.94,52.55,25.46,26.150000000000002,4.26
5225,562,7.53,8,819.36,130.62,30.34,17.830000000000002,6.82
5226,401,9.5,6,637.1800000000001,72.8,28.749999999999996,24.35,5.21
5227,396,10.42,5,563.2,69.78999999999999,25.13,19.099999999999998,6.45
5228,402,8.790000000000001,7,661.3,86.58,28.52,22.25,7.78
5229,738,12.03,5,993.78,134.32999999999998,49.3,30.11,7.84
523,528,11.18,5,848.32,90.46,43.55,33.01,8.16
5230,366,8.790000000000001,5,548.8,63.82,26.54,19.97,4.63
5231,361,10.17,5,564.4,65.19,25.97,22.830000000000002,8.09
5232,431,10.799999999999999,5,704.6600000000001,78.41,40.25,22.54,5.35
5233,322,7.01,5,540.6,74.28,25.43,14.67,5.61
5234,399,11.74,4,439.70000000000005,58.400000000000006,19.54,14.03,4.99
5235,624,8.43,5,886.16,151.07,27.439999999999998,18.03,7.99
5236,419,9.940000000000001,6,667.6,88.97,29.57,20.68,8.55
5237,372,9.58,7,574.1,67.89,24.82,21.54,5.69
5238,465,6.46,3,620.88,90.5,29.77,14.45,2.5599999999999996
5239,535,10.09,6,798.46,112.5,34.519999999999996,23.14,8.1
524,542,9.85,5,775.72,95.28,35.77,26.310000000000002,7.95
5240,525,14.82,7,892.3,84.59,57.28,35.93,7.42
5241,595,11.82,7,903.2,141.01,32.73,21.7,7.72
5242,254,10.07,5,529.4,47.67,31.97,21.68,6.02
5243,471,10.5,5,734.4,102.28,28.259999999999998,24.54,9.290000000000001
5244,569,18.11,5,1047.0,101.88,53.13,46.74,6.0
5245,482,12.99,5,855.7,113.03,32.55,31.14,9.13
5246,509,13.93,6,932.2,100.77,44.22,37.28,9.12
5247,352,9.37,3,667.6,81.37,30.96,22.86,5.8500000000000005
5248,401,11.379999999999999,4,668.7,76.54,34.47,22.43,2.65
5249,507,10.93,4,873.7,107.47,43.769999999999996,26.96,5.79
525,348,6.3,4,474.64,63.06,22.38,13.01,3.9299999999999997
5250,531,11.17,6,830.36,120.69999999999999,30.6,24.05,5.68
5251,375,11.93,7,723.94,74.95,37.370000000000005,28.95,6.16
5252,376,7.63,4,564.76,76.54,26.73,15.49,4.21
5253,485,9.1,3,847.5,120.05000000000001,41.11,22.299999999999997,12.190000000000001
5254,553,15.149999999999999,5,919.14,104.86,49.18,33.32,6.039999999999999
5255,461,11.83,6,774.0,78.17,45.11,32.09,8.32
5256,337,6.5,6,553.9,77.39,22.740000000000002,16.78,6.12
5257,466,14.95,6,659.4,79.63,26.740000000000002,26.0,7.08
5258,521,14.12,6,833.76,86.86000000000001,47.4,32.55,8.85
5259,537,7.88,4,795.0,125.41,32.75,15.69,6.75
526,903,13.0,7,1301.78,178.79,53.55,40.34,9.13
5260,244,10.36,4,505.98,25.59,34.7,28.37,5.27
5261,383,3.47,3,418.5,84.65,12.71,3.28,6.1499999999999995
5262,264,6.37,3,411.1,51.75,17.21,14.160000000000002,2.82
5263,269,6.24,5,438.1,56.06999999999999,18.23,14.729999999999999,3.72
5264,393,8.91,7,617.0,77.72,28.75,19.55,5.08
5265,479,15.4,7,725.96,79.14,38.75,28.369999999999997,7.65
5266,510,13.88,3,854.9000000000001,103.5,37.24,30.130000000000003,5.14
5267,530,15.34,5,965.7,111.81,46.4,35.01,7.64
5268,507,13.530000000000001,7,836.52,88.61,45.42,31.36,7.45
5269,583,14.319999999999999,6,931.3199999999999,116.19,48.53,29.39,8.9
527,249,3.8600000000000003,5,287.36,38.22,12.77,8.84,3.67
5270,436,13.5,5,825.7,90.11000000000001,38.21,35.32,6.68
5271,327,12.28,3,436.4,61.76,19.78,13.5,6.279999999999999
5272,611,20.01,6,1126.9,128.53,55.75,41.89,9.21
5273,901,24.94,8,1565.24,158.69,85.53,65.35,14.709999999999999
5274,1190,51.72999999999999,7,756.22,102.46000000000001,31.26,23.64,6.52
5275,435,9.01,6,743.62,84.25999999999999,37.53,27.740000000000002,7.43
5276,656,9.43,4,1024.8,147.24,46.93,26.05,12.63
5277,491,17.12,6,915.2,85.22,47.29,42.4,6.8
5278,444,11.01,8,710.54,62.53,44.870000000000005,31.490000000000002,6.65
5279,373,10.97,8,688.5,69.22999999999999,34.71,29.950000000000003,7.79
528,610,13.61,6,926.88,80.87,54.92,41.23,7.25
5280,348,3.5500000000000003,2,549.9,96.06,19.34,8.65,4.38
5281,279,4.22,4,401.88,47.86,20.66,13.42,3.0100000000000002
5282,720,20.38,6,1268.9,126.56,71.69,50.910000000000004,8.86
5283,496,10.22,7,797.7,85.94,46.75,29.27,6.42
5284,533,7.609999999999999,3,737.5999999999999,100.75999999999999,40.16,18.52,4.99
5285,198,8.120000000000001,2,421.0,20.46,34.6,21.76,1.0
5286,630,13.930000000000001,5,998.3,100.25,58.77,37.72,5.71
5287,305,5.5,3,477.6,74.77,19.41,10.53,6.14
5288,353,6.14,5,512.1,68.43,24.21,15.79,4.13
5289,385,8.54,7,667.0,85.62,31.98,22.740000000000002,8.11
529,451,10.280000000000001,6,739.32,71.33000000000001,39.730000000000004,32.52,5.43
5290,579,8.39,6,735.06,112.52000000000001,32.94,16.31,5.71
5291,382,12.56,5,716.0,77.43,36.17,31.28,12.3
5292,392,9.040000000000001,5,585.8,75.17,25.4,20.48,5.66
5293,383,8.85,4,599.3,81.77000000000001,19.990000000000002,20.68,5.24
5294,455,7.14,3,652.2,105.53999999999999,19.92,15.219999999999999,4.47
5295,561,8.93,4,802.9,118.24000000000001,33.959999999999994,20.089999999999996,5.18
5296,454,11.84,8,685.7,74.00999999999999,30.999999999999996,28.98,8.54
5297,558,11.020000000000001,5,839.1,105.45,37.57,29.0,7.91
5298,473,17.15,5,866.1,68.68,55.93,38.54,3.45
5299,337,4.64,3,495.2,86.00999999999999,10.43,12.89,5.99
530,478,8.64,8,587.86,72.78,30.439999999999998,18.47,4.77
5300,475,10.850000000000001,3,784.1,93.37,31.91,33.01,7.569999999999999
5301,325,8.49,5,490.3,61.980000000000004,21.64,15.889999999999999,3.56
5302,416,24.47,2,847.6,36.78,45.38,55.940000000000005,7.71
5303,638,12.25,4,870.9,130.9,29.57,23.43,5.54
5304,182,6.17,3,201.36,14.25,13.36,10.82,4.49
5305,234,7.28,4,369.28,41.239999999999995,13.83,16.48,3.23
5306,429,7.430000000000001,3,627.0,94.38999999999999,22.98,16.14,4.03
5307,452,11.790000000000001,5,601.5,75.32,25.39,22.0,9.06
5308,53,2.65,1,132.5,5.3,7.95,9.54,1.06
5309,592,9.709999999999999,4,916.22,111.04,43.870000000000005,30.49,8.5
531,681,12.96,5,1052.78,100.32,52.8,45.72,10.57
5310,292,9.44,8,475.22,42.150000000000006,27.21,21.169999999999998,3.1900000000000004
5311,913,50.22,5,1723.4,89.8,135.35,84.94000000000001,8.02
5312,398,16.9,5,607.2,56.07000000000001,43.92999999999999,21.35,4.72
5313,290,6.49,5,415.97,48.839999999999996,22.58,14.19,3.88
5314,313,7.2299999999999995,3,437.1,70.9,15.18,9.8,2.25
5315,476,9.82,3,714.19,91.4,37.06,20.33,3.21
5316,313,13.51,6,509.85,40.150000000000006,35.01,22.35,4.12
5317,248,10.46,7,488.08,21.93,31.71,30.000000000000004,2.47
5318,271,8.35,6,357.75,43.160000000000004,19.27,12.44,3.79
5319,487,14.02,6,851.99,67.48,49.120000000000005,40.769999999999996,7.04
532,492,10.28,5,769.88,77.61,43.01,28.750000000000004,5.4799999999999995
5320,348,8.85,4,458.75,63.019999999999996,21.95,12.1,2.66
5321,562,42.86,4,1294.95,26.119999999999997,104.46,83.21,3.8
5322,269,14.3,5,289.5,17.45,26.15,13.309999999999999,5.359999999999999
5323,461,11.08,8,639.7,80.72999999999999,33.14,18.91,5.34
5324,157,0.35,1,204.1,44.27,4.24,0.47,0.63
5325,591,15.82,7,912.8,107.79,49.07,29.31,6.83
5326,535,11.21,5,879.48,85.97,46.4,35.56,3.11
5327,654,16.05,7,870.13,112.48,42.35,26.46,6.43
5328,420,11.46,5,565.9,82.61,26.18,14.15,3.54
5329,346,9.27,5,481.1,37.59,29.88,21.38,4.380000000000001
533,589,10.5,7,720.68,91.91,33.75,22.849999999999998,6.19
5330,468,18.009999999999998,5,775.5999999999999,66.09,49.71,31.990000000000002,3.5
5331,461,12.42,4,723.51,73.81,44.16,27.240000000000002,6.21
5332,403,11.709999999999999,6,615.2,64.88,32.099999999999994,23.39,4.07
5333,512,11.79,7,806.62,89.09,43.23,28.869999999999997,6.17
5334,461,18.389999999999997,4,636.5500000000001,70.53999999999999,37.68,21.74,3.37
5335,505,9.25,4,552.35,73.0,29.76,15.29,6.6
5336,286,5.7,4,405.97,37.74,21.19,17.95,2.21
5337,760,13.54,6,1042.84,131.96,43.68,35.67,7.17
5338,465,8.84,4,657.1,88.5,31.450000000000003,17.419999999999998,4.04
5339,418,12.16,5,667.0,73.71000000000001,39.33,21.250000000000004,3.06
534,537,10.11,5,822.9,94.78999999999999,38.68,31.889999999999997,7.96
5340,404,14.62,5,696.9,69.1,39.51,28.77,4.970000000000001
5341,309,11.850000000000001,7,481.20000000000005,48.19,30.740000000000002,17.5,3.9
5342,197,5.720000000000001,5,357.48,30.96,20.200000000000003,16.0,2.04
5343,437,13.56,7,697.92,70.25999999999999,38.22,28.7,3.87
5344,217,5.6000000000000005,6,350.97,28.72,20.85,15.86,2.98
5345,403,0.89,1,523.9,113.65,10.88,1.21,1.61
5346,292,13.25,4,564.23,49.16,34.69,25.13,2.38
5347,321,7.220000000000001,4,367.4,45.09,21.85,9.74,3.89
5348,416,11.049999999999999,6,584.9,63.93,35.2,20.79,9.0
5349,491,22.169999999999998,6,663.95,52.629999999999995,48.25,28.82,4.7299999999999995
535,309,5.0200000000000005,5,409.28,53.74,16.11,15.09,4.78
5350,519,17.71,9,737.05,62.96,48.300000000000004,31.270000000000003,9.16
5351,467,12.09,6,749.1,81.34,38.74,27.529999999999998,5.279999999999999
5352,265,8.34,4,390.9,33.39,28.11,14.3,2.0700000000000003
5353,376,6.5,5,509.16,75.96000000000001,23.06,12.77,6.53
5354,498,19.389999999999997,4,777.0,86.82,47.93,26.79,9.34
5355,540,14.07,6,677.95,100.27999999999999,34.29,15.76,9.07
5356,721,17.98,6,1047.17,107.03,57.6,42.62,9.25
5357,499,11.43,7,701.62,78.5,30.209999999999997,30.119999999999997,5.95
5358,312,7.13,5,427.2,64.36,19.75,10.83,5.279999999999999
5359,358,6.84,4,399.15,52.81999999999999,22.34,9.65,4.03
536,360,7.78,5,485.24,53.59,25.689999999999998,18.51,4.08
5360,563,12.84,4,793.23,83.02000000000001,41.05,32.26,5.4799999999999995
5361,708,11.04,6,935.65,133.57,40.76,24.95,10.82
5362,443,16.77,5,768.3,66.57,40.87,37.68,4.58
5363,364,12.71,5,518.8199999999999,51.339999999999996,30.630000000000003,21.569999999999997,4.07
5364,329,8.78,5,456.29999999999995,50.22,23.54,17.38,3.4699999999999998
5365,519,10.84,5,717.4200000000001,78.4,37.269999999999996,26.509999999999998,6.7
5366,271,10.76,4,347.35,35.480000000000004,21.5,12.8,2.29
5367,482,8.17,8,659.5799999999999,93.78,28.060000000000002,17.83,4.04
5368,761,21.83,6,1017.55,142.94,50.55,25.77,7.08
5369,494,8.23,6,622.05,95.71000000000001,26.729999999999997,13.7,4.84
537,388,7.17,4,629.24,67.18,29.44,25.32,3.9599999999999995
5370,554,12.58,6,797.66,71.39,45.06,34.199999999999996,4.8
5371,335,5.76,4,459.4,63.08,18.16,13.6,4.24
5372,719,15.7,7,1111.0,144.9,51.129999999999995,33.7,8.7
5373,518,18.15,6,742.74,66.17,39.06,35.2,5.81
5374,511,10.43,5,829.0500000000001,86.93,44.17,29.710000000000004,3.67
5375,431,8.75,4,511.0,61.23,27.560000000000002,15.549999999999999,3.5
5376,177,13.74,4,314.5,23.62,23.36,14.75,2.0500000000000003
5377,492,23.639999999999997,5,751.0,74.42,54.949999999999996,25.51,6.93
5378,515,16.77,5,514.8,70.19,31.690000000000005,13.600000000000001,8.590000000000002
5379,613,19.01,5,677.2,84.72,38.52,20.0,6.33
538,473,8.530000000000001,6,575.28,65.79,28.490000000000002,22.22,7.130000000000001
5380,425,10.11,5,663.15,71.11,37.93,22.09,3.3600000000000003
5381,506,17.669999999999998,5,819.1,70.61,48.88,36.29,5.84
5382,329,14.77,7,443.2,33.400000000000006,33.43,20.02,5.67
5383,502,16.400000000000002,3,826.3,74.05,57.15,29.43,3.54
5384,449,13.509999999999998,4,611.4,65.9,34.72,21.669999999999998,4.28
5385,487,14.83,5,679.2,54.34,40.77,32.21,3.68
5386,480,14.83,4,975.65,72.82,55.52,49.61,2.54
5387,423,14.1,6,563.44,67.65,28.88,20.37,6.44
5388,330,9.75,7,481.9,49.24,28.75,18.57,4.79
5389,324,13.4,5,525.85,40.31,35.27,23.05,2.92
539,366,5.41,7,432.82,64.09,16.61,12.399999999999999,4.46
5390,520,14.42,7,778.8,96.2,41.06,25.01,5.99
5391,438,14.100000000000001,4,606.45,72.86,32.75,19.12,3.48
5392,593,16.11,7,891.75,114.67,44.58,28.55,6.79
5393,358,13.899999999999999,9,568.7,50.06,34.25,25.24,3.48
5394,637,15.55,4,934.0,140.45,43.129999999999995,21.07,6.9799999999999995
5395,526,9.8,5,654.8499999999999,93.92999999999999,34.42,14.180000000000001,5.630000000000001
5396,402,14.67,4,663.46,69.89999999999999,36.12,25.869999999999997,1.31
5397,450,14.889999999999999,5,634.95,73.59,38.9,20.55,7.61
5398,670,19.19,5,1098.4,97.37,64.89,44.95,6.050000000000001
5399,383,11.38,6,499.65,60.18,26.17,16.32,4.34
540,380,9.03,5,572.04,51.510000000000005,33.95,23.05,4.7
5400,368,8.129999999999999,5,532.4,60.769999999999996,28.14,17.53,2.39
5401,581,26.68,6,814.21,73.67,54.1,34.67,6.71
5402,400,14.11,6,731.6800000000001,58.769999999999996,43.28,34.5,4.87
5403,454,9.92,5,528.7,76.11,22.259999999999998,14.209999999999999,5.97
5404,259,10.86,8,450.69,25.97,32.96,22.62,3.27
5405,320,13.2,4,527.6,44.56,35.36,21.400000000000002,3.69
5406,352,13.22,7,599.98,46.91,36.91,28.79,4.09
5407,447,11.290000000000001,6,637.9000000000001,78.74000000000001,34.13,19.48,7.08
5408,630,17.81,5,938.3,134.20000000000002,46.94,23.44,9.0
5409,498,19.13,3,975.7,47.510000000000005,73.08000000000001,51.42,9.61
541,369,9.58,5,682.02,57.11,41.800000000000004,29.740000000000002,4.42
5410,396,8.11,9,531.73,63.37,25.6,19.56,5.3500000000000005
5411,497,12.0,4,802.3499999999999,78.96,46.150000000000006,30.86,4.59
5412,311,11.52,6,573.2,33.42,42.33,27.19,3.67
5413,368,12.14,6,573.6500000000001,53.800000000000004,35.37,22.46,3.83
5414,466,17.349999999999998,5,713.95,53.349999999999994,47.59,32.019999999999996,3.84
5415,323,13.27,5,565.71,42.82,37.27,25.63,3.24
5416,333,9.92,5,540.3,48.21,36.69,21.009999999999998,6.3
5417,961,23.21,7,1414.23,157.89999999999998,68.81,55.35,8.04
5418,554,10.360000000000001,5,614.8,86.96000000000001,31.73,13.740000000000002,4.99
5419,527,16.47,5,822.1,99.14,48.42,24.34,6.210000000000001
542,335,5.87,7,476.53999999999996,48.76,21.29,21.39,5.97
5420,614,15.520000000000001,5,927.0,131.76999999999998,44.769999999999996,25.77,10.85
5421,697,22.830000000000002,7,888.35,111.71000000000001,55.32,24.42,9.55
5422,341,3.3499999999999996,3,357.90000000000003,72.89,10.89,2.42,4.18
5423,414,5.59,3,531.4,79.88,22.5,11.600000000000001,1.9300000000000002
5424,499,11.540000000000001,8,695.77,71.56,36.49,28.249999999999996,5.45
5425,152,5.6,3,181.85,6.4,14.91,9.98,1.86
5426,199,8.95,4,307.9,22.57,21.48,13.71,0.84
5427,409,14.989999999999998,5,619.0,64.6,38.63,22.11,3.98
5428,276,5.76,5,324.08,38.05,15.03,12.540000000000001,2.55
5429,346,12.37,7,577.23,52.839999999999996,35.74,23.8,4.04
543,331,9.32,7,495.6,39.79,31.36,24.3,4.19
5430,250,6.68,5,301.85,40.260000000000005,14.46,9.61,2.84
5431,704,15.57,5,1150.29,108.4,59.510000000000005,49.989999999999995,6.27
5432,392,14.84,6,540.85,58.19,30.91,21.21,5.91
5433,508,5.82,4,507.79999999999995,95.24,16.47,5.59,5.02
5434,306,10.76,5,380.2,39.14,25.85,12.61,3.18
5435,290,11.129999999999999,5,498.7,44.620000000000005,31.26,20.009999999999998,1.8800000000000001
5436,613,14.91,6,922.05,109.81,44.93,30.59,5.84
5437,212,13.639999999999999,4,409.9,7.359999999999999,34.010000000000005,26.21,0.59
5438,490,10.95,4,734.95,83.86999999999999,39.4,24.21,3.76
5439,228,13.690000000000001,5,422.7,14.94,34.92,23.33,3.06
544,667,9.989999999999998,4,1132.4,126.92,52.260000000000005,44.55,9.56
5440,131,5.05,4,202.13,7.680000000000001,14.56,11.95,2.2600000000000002
5441,261,16.68,5,371.0,17.56,33.28,19.04,5.4399999999999995
5442,496,5.9399999999999995,4,577.0,106.45,17.58,9.53,8.43
5443,272,16.150000000000002,7,508.08000000000004,34.230000000000004,36.81,24.029999999999998,1.8599999999999999
5444,299,6.9799999999999995,5,460.1,39.39,25.41,20.73,2.31
5445,548,17.560000000000002,6,734.8499999999999,105.16,38.519999999999996,17.88,7.05
5446,375,6.8,4,573.58,62.81,27.04,22.15,2.59
5447,372,17.65,5,561.3,52.43000000000001,42.64,20.41,7.61
5448,373,10.190000000000001,5,600.14,72.38,30.7,20.13,3.9400000000000004
5449,656,10.84,4,886.4200000000001,113.4,38.48,29.59,4.42
545,252,7.680000000000001,2,200.34,8.969999999999999,18.06,9.99,2.82
5450,451,9.83,6,636.3,76.84,33.34,20.02,5.64
5451,442,19.1,5,713.1,71.92,42.68,28.47,6.69
5452,392,7.94,4,544.73,65.17,27.269999999999996,19.68,6.13
5453,364,4.91,3,374.35,72.46000000000001,14.74,3.6,7.65
5454,483,11.25,5,598.7,64.58,32.5,22.86,5.35
5455,458,19.45,7,688.4,62.11,45.06,27.42,4.11
5456,491,10.09,4,671.2,89.89,37.61,15.92,7.27
5457,433,10.65,6,643.38,65.25,33.81,27.55,7.210000000000001
5458,556,18.42,6,787.59,79.89,44.72,31.36,5.45
5459,447,14.03,6,633.65,79.63,35.379999999999995,19.259999999999998,7.51
546,400,8.94,8,680.72,63.66,34.78,30.849999999999998,5.19
5460,369,7.8999999999999995,5,481.1,57.39,26.79,15.36,6.1
5461,430,8.620000000000001,4,738.8,82.67,36.13,27.15,3.3
5462,409,9.66,6,455.04999999999995,70.91,22.71,9.59,6.99
5463,351,11.76,6,578.3,48.87,36.7,24.2,3.25
5464,277,10.2,5,433.35,37.94,27.6,17.63,1.61
5465,512,21.37,4,722.2,85.28,51.49,20.54,10.52
5466,482,10.379999999999999,5,805.62,86.18,43.25,29.27,5.41
5467,411,16.63,5,744.78,50.17,49.72,36.38,3.74
5468,374,7.42,5,612.62,67.87,31.43,22.51,4.819999999999999
5469,490,13.78,5,747.7,79.55000000000001,41.72,26.33,3.0599999999999996
547,241,5.06,5,403.0,39.260000000000005,20.75,18.29,4.8
5470,462,11.58,5,626.65,86.32000000000001,29.919999999999998,16.58,4.29
5471,531,13.52,6,802.6,89.4,44.9,27.520000000000003,7.1499999999999995
5472,391,24.54,6,761.32,37.45,57.0,41.06,3.2800000000000002
5473,316,9.8,4,326.7,47.38,17.080000000000002,7.7,1.98
5474,379,4.53,4,399.4,67.3,14.98,6.74,4.08
5475,629,22.94,5,936.9,108.16999999999999,59.49,28.2,8.29
5476,385,10.180000000000001,5,431.7,66.56,18.38,10.2,3.58
5477,366,11.53,5,467.15,66.57,27.82,10.61,6.91
5478,607,8.51,4,830.0,128.81,32.839999999999996,17.88,6.58
5479,335,11.24,5,519.3299999999999,60.349999999999994,31.72,17.71,7.56
548,372,4.9799999999999995,4,492.78000000000003,65.0,17.15,17.33,5.36
5480,279,12.37,6,418.75,39.9,29.439999999999998,15.47,3.96
5481,240,16.22,5,418.0,21.2,35.519999999999996,21.36,4.42
